,CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
0,12347.0,5,382.52,711.79,558.1719999999999,2790.8599999999997,10.442659251986845,29.836681166378824,14.524555155041819,12.787814508789404,32.40828991780311,59,297,1
1,12348.0,4,227.43999999999997,892.8000000000001,449.31,1797.24,38.01606908370612,41.95321715519352,0.0,20.030713761100355,0.0,5,288,7
2,12350.0,1,334.40000000000003,334.40000000000003,334.40000000000003,334.40000000000003,11.692583732057413,48.444976076555015,27.900717703349283,11.961722488038276,0.0,240,240,8
3,12352.0,6,144.35,840.3,345.66333333333324,2073.9799999999996,0.4918080212923944,12.892120464035333,3.3703314400331736,67.53440245325415,15.711337621384974,2,226,4
4,12353.0,1,89.0,89.0,89.0,89.0,0.0,13.03370786516854,19.887640449438205,67.07865168539325,0.0,134,134,4
5,12354.0,1,1079.4,1079.4,1079.4,1079.4,14.950898647396702,31.176579581248838,10.825458588104503,23.34630350194552,19.700759681304426,162,162,2
6,12355.0,1,459.4,459.4,459.4,459.4,0.0,53.28689595124075,11.558554636482372,9.882455376578147,25.27209403569874,144,144,8
7,12356.0,2,481.46,2271.6200000000003,1376.5400000000002,2753.0800000000004,14.447455213796909,28.656995074607345,12.85469365220044,36.63097330989291,7.409882749502375,175,255,2
8,12358.0,1,484.85999999999996,484.85999999999996,484.85999999999996,484.85999999999996,0.0,10.469001361217671,3.650538299715383,82.78678381388444,3.093676525182527,80,80,4
9,12359.0,3,547.5,1803.1100000000006,1153.3100000000002,3459.9300000000003,4.227831198897088,9.67360611341848,11.413525707167485,59.74831860760188,14.93671837291506,119,261,2
10,12360.0,2,534.7000000000002,1083.58,809.1400000000001,1618.2800000000002,10.153990656746666,20.36112415651185,24.406159626269865,35.64896062486096,9.429764935610649,42,130,1
11,12361.0,1,189.89999999999998,189.89999999999998,189.89999999999998,189.89999999999998,0.0,73.45971563981043,18.641390205371252,7.898894154818327,0.0,217,217,8
12,12362.0,5,303.76000000000005,829.9900000000001,510.9080000000001,2554.5400000000004,5.787343318170786,35.64633945837606,20.277623368590824,19.20110861446679,19.08758524039553,2,225,1
13,12363.0,2,252.90000000000003,299.1,276.0,552.0,17.934782608695652,37.5,30.543478260869573,8.641304347826088,5.380434782608696,39,172,1
14,12364.0,2,79.8,623.92,351.85999999999996,703.7199999999999,36.7930426874325,42.0337634286364,4.611209003580971,11.638151537543344,4.923833342806799,8,42,8
15,12365.0,2,320.69,320.69,320.69,641.38,0.785805606660638,22.950512956437684,16.55804671177773,51.9879010882784,7.717733636845551,221,221,4
16,12370.0,3,277.2,1587.07,934.2200000000001,2802.6600000000003,16.139667316049746,28.218549520812374,24.79787059436392,12.411423433452505,18.432489135321443,204,290,1
17,12372.0,3,383.12,515.7,432.68,1298.04,11.112138300822778,46.57021355274106,19.80678561523528,13.98261995007858,8.528242581122308,1,226,8
18,12373.0,1,364.6,364.6,364.6,364.6,13.98793198025233,23.53263850795392,46.65386725178278,10.970927043335161,4.85463521667581,241,241,0
19,12375.0,1,230.30000000000004,230.30000000000004,230.30000000000004,230.30000000000004,11.072514112027788,0.0,36.126791141988704,31.176726009552752,21.62396873643074,28,28,1
20,12377.0,2,626.6,1001.5199999999996,814.0599999999998,1628.1199999999997,12.279193179863896,27.657666511067987,19.402746726285535,11.565486573471246,29.09490700931136,245,284,2
21,12378.0,1,4008.6200000000013,4008.6200000000013,4008.6200000000013,4008.6200000000013,15.080002594409049,29.98687827731238,22.231091996747004,16.997121203805786,15.70490592772575,59,59,9
22,12379.0,2,392.40000000000003,457.88999999999993,425.145,850.29,9.749614837290808,32.46539415963966,28.10100083500923,17.782168436651023,11.901821731409285,11,100,1
23,12380.0,2,607.5500000000001,626.0100000000001,616.7800000000001,1233.5600000000002,7.052757871526313,22.32562664159019,44.60747754466746,14.64055254709945,11.373585395116573,8,115,0
24,12381.0,1,1227.3899999999999,1227.3899999999999,1227.3899999999999,1227.3899999999999,8.455340193418555,23.60292979411597,22.14536536879069,34.06415238840141,11.732212255273385,49,49,2
25,12383.0,5,99.45,639.9099999999999,367.86199999999997,1839.31,25.780319793835734,29.200080464956972,8.106300732339847,25.4225769446151,11.490722064252356,114,282,1
26,12384.0,1,273.58,273.58,273.58,273.58,1.8203085020834855,9.320856787776885,12.939542364207913,58.703121573214425,17.216170772717305,51,51,4
27,12386.0,2,143.0,258.90000000000003,200.95000000000002,401.90000000000003,27.668574272207014,43.44364269718835,4.404080617068923,24.483702413535706,0.0,267,296,8
28,12388.0,5,124.05000000000001,902.0900000000001,498.85200000000003,2494.26,13.591205407615886,20.75966418897789,22.33728640959643,11.80510451997787,31.506739473831917,5,256,1
29,12390.0,1,549.8399999999999,549.8399999999999,549.8399999999999,549.8399999999999,21.104321257092977,19.314709733740727,11.02138804015714,25.18914593336244,23.370435035646743,9,9,1
30,12393.0,4,177.00000000000003,521.5,395.65000000000003,1582.6000000000001,2.9571591052698087,49.431315556678875,18.254770630607858,0.9383293314798433,28.4184253759636,2,262,8
31,12394.0,1,381.08,381.08,381.08,381.08,3.56880445050908,61.26797522829853,4.644694027500789,13.094363388264933,17.424162905426684,147,147,8
32,12395.0,8,149.97000000000003,346.1,235.22125000000003,1881.7700000000002,39.19820169308683,10.846171423712777,16.630619044835445,21.570117495761963,11.754890342602973,42,301,7
33,12397.0,1,1214.81,1214.81,1214.81,1214.81,13.338711403429349,30.97603740502629,11.542545747894735,28.597064561536374,15.54564088211325,65,65,2
34,12399.0,4,130.07999999999998,480.9,277.1625,1108.65,45.95138231182068,36.476796103368955,6.7884363865963095,6.764984440535786,4.018400757678258,49,191,7
35,12401.0,1,84.3,84.3,84.3,84.3,0.0,0.0,0.0,82.20640569395017,17.793594306049823,233,233,4
36,12402.0,1,225.6,225.6,225.6,225.6,0.0,28.590425531914892,58.11170212765958,13.297872340425531,0.0,253,253,0
37,12405.0,1,1710.3900000000006,1710.3900000000006,1710.3900000000006,1710.3900000000006,12.495395786925782,9.118388203859935,20.732698390425572,39.78040096118427,17.8731166576044,78,78,2
38,12406.0,1,1486.7,1486.7,1486.7,1486.7,5.440236765991793,31.6896482141656,26.309275576780795,7.557005448308334,29.00383399475348,113,113,2
39,12407.0,4,192.34,719.0600000000001,351.84,1407.36,24.650409276944067,35.14878922237381,8.044849931787176,24.855047748976812,7.300903819918145,64,194,1
40,12408.0,4,56.900000000000006,751.4900000000001,525.8,2103.2,11.340813997717763,22.0663750475466,35.57864206922785,18.23126664130848,12.782902244199319,28,190,1
41,12409.0,2,4860.640000000001,6196.289999999999,5528.465,11056.93,9.711375580744383,21.171699558557393,17.54212064289093,25.453719974712683,26.1210842430946,8,112,9
42,12410.0,2,68.0,613.0799999999999,340.53999999999996,681.0799999999999,1.4800023492100782,28.102425559405653,5.197627297821109,60.28660362952958,4.933341164033594,238,238,4
43,12412.0,3,336.14,514.5,408.96000000000004,1226.88,16.285211267605636,28.18531559728743,23.097613458528947,8.301545383411579,24.130314293166403,4,99,1
44,12413.0,2,84.65,415.3,249.97500000000002,499.95000000000005,14.68146814681468,3.96039603960396,29.57295729572957,42.84428442844283,8.94089408940894,166,267,4
45,12414.0,3,153.76,242.8,187.47000000000003,562.4100000000001,12.012588680855602,27.844455112818046,8.961433829412705,30.058142636155118,21.123379740758523,147,240,1
46,12415.0,13,61.199999999999996,22775.930000000008,7754.733076923077,100811.53,13.586025328650402,28.7707368393278,15.955496360386553,14.907540833870888,26.780200637764352,29,267,6
47,12417.0,7,259.39,562.69,395.1671428571429,2766.17,11.197431828123362,14.042520886279586,8.151704342104788,44.212756265883876,22.39558667760839,36,287,4
48,12418.0,1,668.5799999999997,668.5799999999997,668.5799999999997,668.5799999999997,16.988243740464874,9.692183433545727,4.494600496574832,45.44706691794552,23.377905411469097,42,42,4
49,12421.0,3,157.45000000000002,239.35000000000005,209.52,628.5600000000001,18.321242204403713,26.210703830978744,13.936617029400535,32.82105129184167,8.710385643375334,44,249,1
50,12422.0,3,147.7,417.36,267.8533333333333,803.56,7.105878839165712,30.129672955348695,35.82806511025935,19.693613420279757,7.242769674946489,25,254,1
51,12423.0,7,84.92,347.35,234.35285714285718,1640.4700000000003,19.75409486305753,24.20038159795668,31.098404725475014,19.905880631770163,5.0412381817405985,30,283,1
52,12424.0,2,294.64000000000004,1466.3200000000002,880.4800000000001,1760.9600000000003,1.1312011630019987,20.388878793385423,40.05769580228964,2.027303289115028,36.39492095220788,92,92,3
53,12425.0,1,777.1999999999999,777.1999999999999,777.1999999999999,777.1999999999999,9.693772516726712,53.13432835820896,18.965517241379317,5.468347915594442,12.738033968090583,8,8,8
54,12426.0,1,582.7299999999999,582.7299999999999,582.7299999999999,582.7299999999999,2.179396976301203,37.543974053163566,22.137181885264194,29.027165239476265,9.112281845794795,124,124,1
55,12427.0,1,246.55,246.55,246.55,246.55,0.0,24.09247617116203,21.598053133238693,54.30947069559927,0.0,301,301,4
56,12428.0,8,373.72,2462.4199999999996,933.6074999999998,7468.859999999999,11.750521498595505,13.45171820063571,13.766625696558782,40.54233176147365,20.48880284273638,50,213,2
57,12429.0,3,437.97999999999996,1281.5000000000002,948.2933333333334,2844.88,5.56367931160541,7.899102949860802,16.815472005849106,32.27904164674784,37.44270408593684,102,295,3
58,12431.0,11,118.8,640.1,430.5463636363636,4736.009999999999,4.4252440345354005,36.35401952276283,12.85153536415675,29.90175274123155,16.46744833731348,49,303,1
59,12432.0,3,454.6,2862.0600000000004,1338.8866666666668,4016.6600000000003,10.725329004695444,14.472223190411931,11.172466676293238,52.69178870006422,10.938192428535151,100,102,2
60,12433.0,3,1867.9800000000002,2608.1100000000006,2131.743333333334,6395.230000000001,23.01809317256767,30.117446909649846,18.988214653734108,12.499159529837076,15.377085734211274,21,303,2
61,12434.0,2,273.05,519.8899999999999,396.4699999999999,792.9399999999998,17.655812545715946,16.054178121926,7.067369536156584,39.39768456629758,19.82495522990391,14,190,1
62,12435.0,2,3850.9,3978.9899999999993,3914.9449999999997,7829.889999999999,0.0,9.428484946787249,15.330994432871984,67.02201435780069,8.218506262540087,9,197,9
63,12436.0,1,509.01000000000005,509.01000000000005,509.01000000000005,509.01000000000005,12.966346437201626,0.0,21.897408695310506,34.98948940099409,30.146755466493776,29,29,3
64,12437.0,12,65.1,501.64000000000004,248.27166666666665,2979.2599999999998,27.65116169787129,23.074857514953376,11.4290125735921,35.18658995858032,2.6583782550029205,8,261,1
65,12438.0,1,890.0699999999998,890.0699999999998,890.0699999999998,890.0699999999998,15.497657487613337,32.24465491478199,15.457211230577371,24.75086229172987,12.04961407529745,70,70,2
66,12441.0,1,173.55,173.55,173.55,173.55,18.150388936905788,8.64304235090752,40.795159896283494,10.371650821089021,22.039757994814174,296,296,1
67,12444.0,3,562.54,1870.1999999999998,1063.2699999999998,3189.8099999999995,1.2790730482379828,15.954555286992017,11.069311338292879,53.435784576510834,18.261275749966302,15,101,2
68,12447.0,1,476.49,476.49,476.49,476.49,1.4271023526202018,36.31555751432349,28.458099855191083,20.2942349262314,13.505005351633823,173,173,1
